"ID","Curve Batch Name","x","y","Sample Name"
"Noise Regime 066","Noise Regime",90,2688809.06362843,"90"
"Noise Regime 066","Noise Regime",120,7945598.50286677,"120"
"Noise Regime 066","Noise Regime",150,9504141.63227279,"150"
"Noise Regime 066","Noise Regime",180,15450791.7156935,"180"
"Noise Regime 067","Noise Regime",0,668101.394667042,"0"
"Noise Regime 067","Noise Regime",30,1072312.82356611,"30"
"Noise Regime 067","Noise Regime",60,1983860.09018559,"60"
"Noise Regime 067","Noise Regime",90,4143083.30363641,"90"
"Noise Regime 067","Noise Regime",120,6047848.19561684,"120"
"Noise Regime 067","Noise Regime",150,12932075.4086172,"150"
"Noise Regime 067","Noise Regime",180,25654153.8795885,"180"
"Noise Regime 068","Noise Regime",0,579459.458529688,"0"
"Noise Regime 068","Noise Regime",30,1238363.88035525,"30"
"Noise Regime 068","Noise Regime",60,1916801.02236488,"60"
"Noise Regime 068","Noise Regime",90,3268756.92550395,"90"
"Noise Regime 068","Noise Regime",120,3941976.90973874,"120"
"Noise Regime 068","Noise Regime",150,8863374.0842149,"150"
"Noise Regime 068","Noise Regime",180,18837962.3774954,"180"
"Noise Regime 069","Noise Regime",0,942983,"0"
"Noise Regime 069","Noise Regime",30,1858346.568972,"30"
"Noise Regime 069","Noise Regime",60,2631232.95478516,"60"
"Noise Regime 069","Noise Regime",90,5470167.27336259,"90"
"Noise Regime 069","Noise Regime",120,10733095.6929649,"120"
"Noise Regime 069","Noise Regime",150,17919436.700359,"150"
"Noise Regime 069","Noise Regime",180,35095957.7128798,"180"
"Noise Regime 070","Noise Regime",0,653516.095221226,"0"
"Noise Regime 070","Noise Regime",30,1113767.82510219,"30"
"Noise Regime 070","Noise Regime",60,2039899.93345641,"60"
"Noise Regime 070","Noise Regime",90,2649111.87632434,"90"
"Noise Regime 070","Noise Regime",120,6131616.94568399,"120"
"Noise Regime 070","Noise Regime",150,9651355.75645101,"150"
"Noise Regime 070","Noise Regime",180,17191649.7000706,"180"
"Noise Regime 071","Noise Regime",0,279300,"0"
"Noise Regime 071","Noise Regime",30,530567.946009877,"30"
"Noise Regime 071","Noise Regime",60,1079102.70924008,"60"
"Noise Regime 071","Noise Regime",90,1802308.78917004,"90"
"Noise Regime 071","Noise Regime",120,3546187.17361693,"120"
"Noise Regime 071","Noise Regime",150,5167051.93964482,"150"
"Noise Regime 071","Noise Regime",180,9749976.86787946,"180"
"Noise Regime 072","Noise Regime",0,91975,"0"
"Noise Regime 072","Noise Regime",30,192918.921038079,"30"
"Noise Regime 072","Noise Regime",60,277393.723029178,"60"
"Noise Regime 072","Noise Regime",90,584249.308781059,"90"
"Noise Regime 072","Noise Regime",120,1016026.42128646,"120"
"Noise Regime 072","Noise Regime",150,1709838.24783605,"150"
"Noise Regime 072","Noise Regime",180,3189035.54492121,"180"
"Noise Regime 073","Noise Regime",0,619994.612233421,"0"
"Noise Regime 073","Noise Regime",30,1298118.827186,"30"
"Noise Regime 073","Noise Regime",60,1935904.32416448,"60"
"Noise Regime 073","Noise Regime",90,3132869.2955044,"90"
"Noise Regime 073","Noise Regime",120,6790946.09966048,"120"
"Noise Regime 073","Noise Regime",150,13350852.4123434,"150"
"Noise Regime 073","Noise Regime",180,29529608.2162957,"180"
"Noise Regime 074","Noise Regime",0,363256,"0"
"Noise Regime 074","Noise Regime",30,749514.450714533,"30"
"Noise Regime 074","Noise Regime",60,1437851.72952292,"60"
"Noise Regime 074","Noise Regime",90,1980455.63906541,"90"
"Noise Regime 074","Noise Regime",120,4403428.90009417,"120"
"Noise Regime 074","Noise Regime",150,6677722.64717986,"150"
"Noise Regime 074","Noise Regime",180,11375884.4494755,"180"
"Noise Regime 075","Noise Regime",0,979689.130640037,"0"
"Noise Regime 075","Noise Regime",30,1859655.17600183,"30"
"Noise Regime 075","Noise Regime",60,2922772.62824069,"60"
"Noise Regime 075","Noise Regime",90,7404294.58772236,"90"
"Noise Regime 075","Noise Regime",120,11690312.1634581,"120"
"Noise Regime 075","Noise Regime",150,18280609.7310204,"150"
"Noise Regime 075","Noise Regime",180,39011633.4478208,"180"
"Noise Regime 076","Noise Regime",0,898107,"0"
"Noise Regime 076","Noise Regime",30,1980940.94716725,"30"
"Noise Regime 076","Noise Regime",60,2897366.79968264,"60"
"Noise Regime 076","Noise Regime",90,6175297.23299343,"90"
"Noise Regime 076","Noise Regime",120,9570502.09350319,"120"
"Noise Regime 076","Noise Regime",150,11820958.1391317,"150"
"Noise Regime 076","Noise Regime",180,28529638.5878379,"180"
"Noise Regime 077","Noise Regime",0,753510,"0"
"Noise Regime 077","Noise Regime",30,1429824.09947704,"30"
"Noise Regime 077","Noise Regime",60,2139688.91803257,"60"
"Noise Regime 077","Noise Regime",90,3863466.39468659,"90"
"Noise Regime 077","Noise Regime",120,7337655.4060623,"120"
"Noise Regime 077","Noise Regime",150,18242846.4025422,"150"
"Noise Regime 077","Noise Regime",180,31467104.6285222,"180"
"Noise Regime 078","Noise Regime",0,413985.603797125,"0"
"Noise Regime 078","Noise Regime",30,698470.292646802,"30"
"Noise Regime 078","Noise Regime",60,1039726.1835666,"60"
"Noise Regime 078","Noise Regime",90,1968040.95338475,"90"
"Noise Regime 078","Noise Regime",120,4127460.56251582,"120"
"Noise Regime 078","Noise Regime",150,7694935.87705188,"150"
"Noise Regime 078","Noise Regime",180,12945928.0104339,"180"
"Noise Regime 079","Noise Regime",0,22382,"0"
"Noise Regime 079","Noise Regime",30,43384.062501038,"30"
"Noise Regime 079","Noise Regime",60,71019.8004473652,"60"
"Noise Regime 079","Noise Regime",90,146557.663787719,"90"
"Noise Regime 079","Noise Regime",120,189511.469130076,"120"
"Noise Regime 079","Noise Regime",150,365041.101688732,"150"
"Noise Regime 079","Noise Regime",180,805470.135653117,"180"
"Noise Regime 080","Noise Regime",0,788030.610196454,"0"
"Noise Regime 080","Noise Regime",30,1458489.69711006,"30"
"Noise Regime 080","Noise Regime",60,1979481.56474976,"60"
"Noise Regime 080","Noise Regime",90,4091832.02113911,"90"
"Noise Regime 080","Noise Regime",120,6450863.26165524,"120"
"Noise Regime 080","Noise Regime",150,14835645.7418949,"150"
"Noise Regime 080","Noise Regime",180,25692538.111253,"180"
"Noise Regime 081","Noise Regime",0,441718,"0"
"Noise Regime 081","Noise Regime",30,676639.247801863,"30"
"Noise Regime 081","Noise Regime",60,1562555.46827956,"60"
"Noise Regime 081","Noise Regime",90,2901133.42156791,"90"
"Noise Regime 081","Noise Regime",120,5144135.97752566,"120"
"Noise Regime 081","Noise Regime",150,7750471.88800741,"150"
"Noise Regime 081","Noise Regime",180,11834906.3390219,"180"
"Noise Regime 082","Noise Regime",0,144143,"0"
"Noise Regime 082","Noise Regime",30,261094.122229231,"30"
"Noise Regime 082","Noise Regime",60,552665.457582278,"60"
"Noise Regime 082","Noise Regime",90,755144.315411178,"90"
"Noise Regime 082","Noise Regime",120,1861587.43171769,"120"
"Noise Regime 082","Noise Regime",150,2715771.96107809,"150"
"Noise Regime 082","Noise Regime",180,4711075.30114768,"180"
"Noise Regime 083","Noise Regime",0,827279.338879325,"0"
"Noise Regime 083","Noise Regime",30,1379825.93039336,"30"
"Noise Regime 083","Noise Regime",60,2244361.33203089,"60"
"Noise Regime 083","Noise Regime",90,4528427.12159855,"90"
"Noise Regime 083","Noise Regime",120,5330367.32885989,"120"
"Noise Regime 083","Noise Regime",150,14500702.0778625,"150"
"Noise Regime 083","Noise Regime",180,30560210.1633755,"180"
"Noise Regime 084","Noise Regime",0,38492.3631344541,"0"
"Noise Regime 084","Noise Regime",30,68208.1829549639,"30"
"Noise Regime 084","Noise Regime",60,127057.935863316,"60"
"Noise Regime 084","Noise Regime",90,231844.285990949,"90"
"Noise Regime 084","Noise Regime",120,284302.163517501,"120"
"Noise Regime 084","Noise Regime",150,701227.466031649,"150"
"Noise Regime 084","Noise Regime",180,1589146.04215508,"180"
"Noise Regime 085","Noise Regime",0,996449.795844235,"0"
"Noise Regime 085","Noise Regime",30,1736745.20386639,"30"
"Noise Regime 085","Noise Regime",60,3356765.59056161,"60"
"Noise Regime 085","Noise Regime",90,5414469.5499735,"90"
"Noise Regime 085","Noise Regime",120,9285304.9847572,"120"
"Noise Regime 085","Noise Regime",150,18943765.8802085,"150"
"Noise Regime 085","Noise Regime",180,35213741.7983766,"180"
"Noise Regime 086","Noise Regime",0,980751.611342635,"0"
"Noise Regime 086","Noise Regime",30,1888408.55612919,"30"
"Noise Regime 086","Noise Regime",60,2863601.54496097,"60"
"Noise Regime 086","Noise Regime",90,6914915.36105728,"90"
"Noise Regime 086","Noise Regime",120,14312457.5989901,"120"
"Noise Regime 086","Noise Regime",150,23951070.0682082,"150"
"Noise Regime 086","Noise Regime",180,33290489.8342731,"180"
"Noise Regime 087","Noise Regime",0,254504.357400235,"0"
"Noise Regime 087","Noise Regime",30,520736.833057885,"30"
"Noise Regime 087","Noise Regime",60,936001.028303019,"60"
"Noise Regime 087","Noise Regime",90,1245533.02242451,"90"
"Noise Regime 087","Noise Regime",120,2318184.17677544,"120"
"Noise Regime 087","Noise Regime",150,5172402.46152499,"150"
"Noise Regime 087","Noise Regime",180,10107079.8731495,"180"
"Noise Regime 088","Noise Regime",0,1107913.97575138,"0"
"Noise Regime 088","Noise Regime",30,1537373.34211873,"30"
"Noise Regime 088","Noise Regime",60,2631873.59005294,"60"
"Noise Regime 088","Noise Regime",90,4168686.3027157,"90"
"Noise Regime 088","Noise Regime",120,11704492.2499374,"120"
"Noise Regime 088","Noise Regime",150,22288083.867487,"150"
"Noise Regime 088","Noise Regime",180,37944208.7901515,"180"
"Noise Regime 089","Noise Regime",0,634071.814510512,"0"
"Noise Regime 089","Noise Regime",30,883456.734241549,"30"
"Noise Regime 089","Noise Regime",60,2159225.70871851,"60"
"Noise Regime 089","Noise Regime",90,3362486.97314483,"90"
"Noise Regime 089","Noise Regime",120,6669181.37828435,"120"
"Noise Regime 089","Noise Regime",150,10822385.043609,"150"
"Noise Regime 089","Noise Regime",180,18605795.7366868,"180"
"Noise Regime 090","Noise Regime",0,439341,"0"
"Noise Regime 090","Noise Regime",30,794875.976574528,"30"
"Noise Regime 090","Noise Regime",60,1520386.03182168,"60"
"Noise Regime 090","Noise Regime",90,2644627.58809685,"90"
"Noise Regime 090","Noise Regime",120,4713678.94465086,"120"
"Noise Regime 090","Noise Regime",150,9067347.65993153,"150"
"Noise Regime 090","Noise Regime",180,14814535.976668,"180"
"Noise Regime 091","Noise Regime",0,232839,"0"
"Noise Regime 091","Noise Regime",30,478116.937777523,"30"
"Noise Regime 091","Noise Regime",60,778497.377542508,"60"
"Noise Regime 091","Noise Regime",90,1390931.92882507,"90"
"Noise Regime 091","Noise Regime",120,2281391.57433036,"120"
"Noise Regime 091","Noise Regime",150,4502919.28132973,"150"
"Noise Regime 091","Noise Regime",180,7132414.19704257,"180"
"Noise Regime 092","Noise Regime",0,131278,"0"
"Noise Regime 092","Noise Regime",30,274428.475582144,"30"
"Noise Regime 092","Noise Regime",60,444095.106026406,"60"
"Noise Regime 092","Noise Regime",90,661149.762755299,"90"
"Noise Regime 092","Noise Regime",120,1699729.37224,"120"
"Noise Regime 092","Noise Regime",150,2883850.56293814,"150"
"Noise Regime 092","Noise Regime",180,5339616.78838106,"180"
"Noise Regime 093","Noise Regime",0,583695,"0"
"Noise Regime 093","Noise Regime",30,1047920.38878514,"30"
"Noise Regime 093","Noise Regime",60,2055581.90052969,"60"
"Noise Regime 093","Noise Regime",90,3954861.38506514,"90"
"Noise Regime 093","Noise Regime",120,7968264.23422114,"120"
"Noise Regime 093","Noise Regime",150,10828679.4184672,"150"
"Noise Regime 093","Noise Regime",180,18108179.3666181,"180"
"Noise Regime 094","Noise Regime",0,1338275.5226443,"0"
"Noise Regime 094","Noise Regime",30,1570012.43005882,"30"
"Noise Regime 094","Noise Regime",60,3582722.68900991,"60"
"Noise Regime 094","Noise Regime",90,5367665.50793664,"90"
"Noise Regime 094","Noise Regime",120,9422051.72537843,"120"
"Noise Regime 094","Noise Regime",150,16524821.9749667,"150"
"Noise Regime 094","Noise Regime",180,32633669.1533529,"180"
"Noise Regime 095","Noise Regime",0,324468.617187547,"0"
"Noise Regime 095","Noise Regime",30,606957.904262118,"30"
"Noise Regime 095","Noise Regime",60,1160276.01361571,"60"
"Noise Regime 095","Noise Regime",90,2461484.60508373,"90"
"Noise Regime 095","Noise Regime",120,3819869.73159313,"120"
"Noise Regime 095","Noise Regime",150,4900202.67814886,"150"
"Noise Regime 095","Noise Regime",180,9599501.95981531,"180"
"Noise Regime 096","Noise Regime",0,900773,"0"
"Noise Regime 096","Noise Regime",30,1959093.542782,"30"
"Noise Regime 096","Noise Regime",60,2769195.6518742,"60"
"Noise Regime 096","Noise Regime",90,5772238.49638182,"90"
"Noise Regime 096","Noise Regime",120,11689367.8191793,"120"
"Noise Regime 096","Noise Regime",150,16703597.4802153,"150"
"Noise Regime 096","Noise Regime",180,32299604.0731654,"180"
"Noise Regime 097","Noise Regime",0,814057.917251214,"0"
"Noise Regime 097","Noise Regime",30,1268065.27642707,"30"
"Noise Regime 097","Noise Regime",60,2900776.98701479,"60"
"Noise Regime 097","Noise Regime",90,5153256.87246638,"90"
"Noise Regime 097","Noise Regime",120,8303947.99488026,"120"
"Noise Regime 097","Noise Regime",150,12915273.4247144,"150"
"Noise Regime 097","Noise Regime",180,31554618.1863197,"180"
"Noise Regime 098","Noise Regime",0,482940.893667146,"0"
"Noise Regime 098","Noise Regime",30,824438.888519008,"30"
"Noise Regime 098","Noise Regime",60,1232087.05675495,"60"
"Noise Regime 098","Noise Regime",90,2227509.06402886,"90"
"Noise Regime 098","Noise Regime",120,4021523.0155003,"120"
"Noise Regime 098","Noise Regime",150,7539841.96752946,"150"
"Noise Regime 098","Noise Regime",180,16200434.6812417,"180"
"Noise Regime 099","Noise Regime",0,463744,"0"
"Noise Regime 099","Noise Regime",30,609169.012552098,"30"
"Noise Regime 099","Noise Regime",60,1534415.62406317,"60"
"Noise Regime 099","Noise Regime",90,2868599.74452716,"90"
"Noise Regime 099","Noise Regime",120,3342606.54610234,"120"
"Noise Regime 099","Noise Regime",150,8173889.71971018,"150"
"Noise Regime 099","Noise Regime",180,17042545.670783,"180"
"Noise Regime 100","Noise Regime",0,11799,"0"
"Noise Regime 100","Noise Regime",30,17450.5522333865,"30"
"Noise Regime 100","Noise Regime",60,32826.1640266515,"60"
"Noise Regime 100","Noise Regime",90,73258.1167886197,"90"
"Noise Regime 100","Noise Regime",120,136517.837156928,"120"
"Noise Regime 100","Noise Regime",150,225591.139673599,"150"
"Noise Regime 100","Noise Regime",180,327389.807937939,"180"
"Noise Regime 101","Noise Regime",0,225916,"0"
"Noise Regime 101","Noise Regime",30,399137.621812222,"30"
"Noise Regime 101","Noise Regime",60,932661.545962827,"60"
"Noise Regime 101","Noise Regime",90,1227975.71583484,"90"
"Noise Regime 101","Noise Regime",120,2518817.11509354,"120"
"Noise Regime 101","Noise Regime",150,4057550.87665446,"150"
"Noise Regime 101","Noise Regime",180,6730038.91308521,"180"
"Noise Regime 102","Noise Regime",0,160817,"0"
"Noise Regime 102","Noise Regime",30,413252.090989315,"30"
"Noise Regime 102","Noise Regime",60,541346.314282257,"60"
"Noise Regime 102","Noise Regime",90,981684.04205971,"90"
"Noise Regime 102","Noise Regime",120,1755031.06927733,"120"
"Noise Regime 102","Noise Regime",150,4123402.81040479,"150"
"Noise Regime 102","Noise Regime",180,6471825.28839049,"180"
"Noise Regime 103","Noise Regime",0,281275,"0"
"Noise Regime 103","Noise Regime",30,432662.343974799,"30"
"Noise Regime 103","Noise Regime",60,823907.317064736,"60"
"Noise Regime 103","Noise Regime",90,2011730.73928947,"90"
"Noise Regime 103","Noise Regime",120,3012672.26988267,"120"
"Noise Regime 103","Noise Regime",150,5007925.22298323,"150"
"Noise Regime 103","Noise Regime",180,11517320.9614838,"180"
"Noise Regime 104","Noise Regime",0,323799,"0"
"Noise Regime 104","Noise Regime",30,550624.514031476,"30"
"Noise Regime 104","Noise Regime",60,1130733.85496557,"60"
"Noise Regime 104","Noise Regime",90,1957456.13726528,"90"
"Noise Regime 104","Noise Regime",120,3786885.04155086,"120"
"Noise Regime 104","Noise Regime",150,8176033.67998894,"150"
"Noise Regime 104","Noise Regime",180,11743246.0906903,"180"
"Noise Regime 105","Noise Regime",0,506232.169498017,"0"
"Noise Regime 105","Noise Regime",30,853447.708589555,"30"
"Noise Regime 105","Noise Regime",60,1714208.09367852,"60"
"Noise Regime 105","Noise Regime",90,2758780.52837463,"90"
"Noise Regime 105","Noise Regime",120,5547638.35956065,"120"
"Noise Regime 105","Noise Regime",150,7254769.67898463,"150"
"Noise Regime 105","Noise Regime",180,17305942.7745559,"180"
"Noise Regime 106","Noise Regime",0,944191,"0"
"Noise Regime 106","Noise Regime",30,1613832.17594509,"30"
"Noise Regime 106","Noise Regime",60,3309755.95299082,"60"
"Noise Regime 106","Noise Regime",90,5791171.39219489,"90"
"Noise Regime 106","Noise Regime",120,11490726.0975925,"120"
"Noise Regime 106","Noise Regime",150,21641327.3210832,"150"
"Noise Regime 106","Noise Regime",180,38850332.6116336,"180"
"Noise Regime 107","Noise Regime",0,503900,"0"
"Noise Regime 107","Noise Regime",30,879557.874014971,"30"
"Noise Regime 107","Noise Regime",60,1966539.46350205,"60"
"Noise Regime 107","Noise Regime",90,2992885.71324922,"90"
"Noise Regime 107","Noise Regime",120,4190436.8849334,"120"
"Noise Regime 107","Noise Regime",150,10867193.3203424,"150"
"Noise Regime 107","Noise Regime",180,19221630.2290538,"180"
"Noise Regime 108","Noise Regime",0,628175.19103544,"0"
"Noise Regime 108","Noise Regime",30,1344754.74956192,"30"
"Noise Regime 108","Noise Regime",60,2428904.72581397,"60"
"Noise Regime 108","Noise Regime",90,3450424.96246689,"90"
"Noise Regime 108","Noise Regime",120,6759825.67039104,"120"
"Noise Regime 108","Noise Regime",150,9615291.86934373,"150"
"Noise Regime 108","Noise Regime",180,19961551.518695,"180"
"Noise Regime 109","Noise Regime",0,681007.489858783,"0"
"Noise Regime 109","Noise Regime",30,978366.441523814,"30"
"Noise Regime 109","Noise Regime",60,1654426.78355037,"60"
"Noise Regime 109","Noise Regime",90,2674388.98780115,"90"
"Noise Regime 109","Noise Regime",120,8084361.98480601,"120"
"Noise Regime 109","Noise Regime",150,11360898.9125167,"150"
"Noise Regime 109","Noise Regime",180,18537895.3770589,"180"
"Noise Regime 110","Noise Regime",0,370392,"0"
"Noise Regime 110","Noise Regime",30,748452.867964435,"30"
"Noise Regime 110","Noise Regime",60,1495534.94171782,"60"
"Noise Regime 110","Noise Regime",90,2170111.33244069,"90"
"Noise Regime 110","Noise Regime",120,4971744.10664482,"120"
"Noise Regime 110","Noise Regime",150,8155515.37831444,"150"
"Noise Regime 110","Noise Regime",180,12175557.0831809,"180"
"Noise Regime 111","Noise Regime",0,435261,"0"
"Noise Regime 111","Noise Regime",30,729573.138000515,"30"
"Noise Regime 111","Noise Regime",60,1612984.08161474,"60"
"Noise Regime 111","Noise Regime",90,2445328.6254905,"90"
"Noise Regime 111","Noise Regime",120,4780410.57037809,"120"
"Noise Regime 111","Noise Regime",150,10078828.873611,"150"
"Noise Regime 111","Noise Regime",180,13049217.4268825,"180"
"Noise Regime 112","Noise Regime",0,417581.478991076,"0"
"Noise Regime 112","Noise Regime",30,636163.821763731,"30"
"Noise Regime 112","Noise Regime",60,1128513.83945175,"60"
"Noise Regime 112","Noise Regime",90,1789890.3547068,"90"
"Noise Regime 112","Noise Regime",120,3783298.21940719,"120"
"Noise Regime 112","Noise Regime",150,5937309.53257881,"150"
"Noise Regime 112","Noise Regime",180,12205149.9891967,"180"
"Noise Regime 113","Noise Regime",0,823159.431858533,"0"
"Noise Regime 113","Noise Regime",30,1480373.89475439,"30"
"Noise Regime 113","Noise Regime",60,2899646.82014814,"60"
"Noise Regime 113","Noise Regime",90,5777289.5439638,"90"
"Noise Regime 113","Noise Regime",120,7327479.02434084,"120"
"Noise Regime 113","Noise Regime",150,16928026.4169845,"150"
"Noise Regime 113","Noise Regime",180,21172791.1365176,"180"
"Noise Regime 114","Noise Regime",0,1003169.94158447,"0"
"Noise Regime 114","Noise Regime",30,1423554.11405404,"30"
"Noise Regime 114","Noise Regime",60,3068201.20906449,"60"
"Noise Regime 114","Noise Regime",90,4597182.20738681,"90"
"Noise Regime 114","Noise Regime",120,9146697.22137656,"120"
"Noise Regime 114","Noise Regime",150,17538727.1266606,"150"
"Noise Regime 114","Noise Regime",180,29201147.0745374,"180"
"Noise Regime 115","Noise Regime",0,978829.77078973,"0"
"Noise Regime 115","Noise Regime",30,1843379.91389083,"30"
"Noise Regime 115","Noise Regime",60,3199805.61626599,"60"
"Noise Regime 115","Noise Regime",90,5294420.86865174,"90"
"Noise Regime 115","Noise Regime",120,11815986.2299122,"120"
"Noise Regime 115","Noise Regime",150,22034731.5522778,"150"
"Noise Regime 115","Noise Regime",180,22257116.4796539,"180"
"Noise Regime 116","Noise Regime",0,838208,"0"
"Noise Regime 116","Noise Regime",30,1273208.00404961,"30"
"Noise Regime 116","Noise Regime",60,2519923.84158191,"60"
"Noise Regime 116","Noise Regime",90,6072553.80246497,"90"
"Noise Regime 116","Noise Regime",120,9980594.17464214,"120"
"Noise Regime 116","Noise Regime",150,18083287.6852389,"150"
"Noise Regime 116","Noise Regime",180,21115175.8645856,"180"
"Noise Regime 117","Noise Regime",0,204495.666804662,"0"
"Noise Regime 117","Noise Regime",30,384472.699524784,"30"
"Noise Regime 117","Noise Regime",60,529857.132539309,"60"
"Noise Regime 117","Noise Regime",90,1289487.59355587,"90"
"Noise Regime 117","Noise Regime",120,1628814.0230282,"120"
"Noise Regime 117","Noise Regime",150,4732349.2174144,"150"
"Noise Regime 117","Noise Regime",180,6019878.99404439,"180"
"Noise Regime 118","Noise Regime",0,432238.86411587,"0"
"Noise Regime 118","Noise Regime",30,631810.330474323,"30"
"Noise Regime 118","Noise Regime",60,1604873.83379825,"60"
"Noise Regime 118","Noise Regime",90,2508380.99309194,"90"
"Noise Regime 118","Noise Regime",120,5106101.35416457,"120"
"Noise Regime 118","Noise Regime",150,8557870.89215302,"150"
"Noise Regime 118","Noise Regime",180,17066354.4305387,"180"
"Noise Regime 119","Noise Regime",0,709918.964025545,"0"
"Noise Regime 119","Noise Regime",30,1049635.99731845,"30"
"Noise Regime 119","Noise Regime",60,2178943.04790748,"60"
"Noise Regime 119","Noise Regime",90,3888224.31117376,"90"
"Noise Regime 119","Noise Regime",120,7552720.95258684,"120"
"Noise Regime 119","Noise Regime",150,11077750.8579951,"150"
"Noise Regime 119","Noise Regime",180,22851806.4448558,"180"
"Noise Regime 120","Noise Regime",0,1120836.37121715,"0"
"Noise Regime 120","Noise Regime",30,1625681.05863795,"30"
"Noise Regime 120","Noise Regime",60,4125908.36988625,"60"
"Noise Regime 120","Noise Regime",90,6674838.01316347,"90"
"Noise Regime 120","Noise Regime",120,10850921.3165655,"120"
"Noise Regime 120","Noise Regime",150,23397091.7289819,"150"
"Noise Regime 120","Noise Regime",180,35642602.8362497,"180"
"Noise Regime 121","Noise Regime",0,120478.668047693,"0"
"Noise Regime 121","Noise Regime",30,216318.293545583,"30"
"Noise Regime 121","Noise Regime",60,337461.494715814,"60"
"Noise Regime 121","Noise Regime",90,548636.119798155,"90"
"Noise Regime 121","Noise Regime",120,920170.5310421,"120"
"Noise Regime 121","Noise Regime",150,2088778.05831965,"150"
"Noise Regime 121","Noise Regime",180,4504095.42703944,"180"
"Noise Regime 122","Noise Regime",0,582657,"0"
"Noise Regime 122","Noise Regime",30,1405092.57883851,"30"
"Noise Regime 122","Noise Regime",60,2138200.68109012,"60"
"Noise Regime 122","Noise Regime",90,4554128.39742804,"90"
"Noise Regime 122","Noise Regime",120,7591432.65109416,"120"
"Noise Regime 122","Noise Regime",150,10629823.498489,"150"
"Noise Regime 122","Noise Regime",180,20006830.0873243,"180"
"Noise Regime 123","Noise Regime",0,407416.409436082,"0"
"Noise Regime 123","Noise Regime",30,830877.298550642,"30"
"Noise Regime 123","Noise Regime",60,1049354.15852666,"60"
"Noise Regime 123","Noise Regime",90,1818310.98494159,"90"
"Noise Regime 123","Noise Regime",120,4577273.68656992,"120"
"Noise Regime 123","Noise Regime",150,5689813.91251187,"150"
"Noise Regime 123","Noise Regime",180,17288546.3132717,"180"
"Noise Regime 124","Noise Regime",0,411065,"0"
"Noise Regime 124","Noise Regime",30,788886.063671059,"30"
"Noise Regime 124","Noise Regime",60,1386320.8815217,"60"
"Noise Regime 124","Noise Regime",90,1566039.16048254,"90"
"Noise Regime 124","Noise Regime",120,4502821.83857736,"120"
"Noise Regime 124","Noise Regime",150,7529219.43584902,"150"
"Noise Regime 124","Noise Regime",180,13042073.6935133,"180"
"Noise Regime 125","Noise Regime",0,1079828.64882275,"0"
"Noise Regime 125","Noise Regime",30,2196886.5246849,"30"
"Noise Regime 125","Noise Regime",60,1923915.0891416,"60"
"Noise Regime 125","Noise Regime",90,6439391.88299924,"90"
"Noise Regime 125","Noise Regime",120,9047987.73608282,"120"
"Noise Regime 125","Noise Regime",150,22570351.7028131,"150"
"Noise Regime 125","Noise Regime",180,36865248.2337854,"180"
"Noise Regime 126","Noise Regime",0,534676,"0"
"Noise Regime 126","Noise Regime",30,1046528.41705662,"30"
"Noise Regime 126","Noise Regime",60,1853787.22093095,"60"
"Noise Regime 126","Noise Regime",90,3743032.4994726,"90"
"Noise Regime 126","Noise Regime",120,5689495.86547377,"120"
"Noise Regime 126","Noise Regime",150,12582242.3100661,"150"
"Noise Regime 126","Noise Regime",180,18262315.2539376,"180"
"Noise Regime 127","Noise Regime",0,801491.623100896,"0"
"Noise Regime 127","Noise Regime",30,1221532.06671775,"30"
"Noise Regime 127","Noise Regime",60,2469409.34662606,"60"
"Noise Regime 127","Noise Regime",90,5634637.84032552,"90"
"Noise Regime 127","Noise Regime",120,10982330.7190362,"120"
"Noise Regime 127","Noise Regime",150,18717944.3586027,"150"
"Noise Regime 127","Noise Regime",180,27359895.8806978,"180"
"Noise Regime 128","Noise Regime",0,410327.70252641,"0"
"Noise Regime 128","Noise Regime",30,597637.777241614,"30"
"Noise Regime 128","Noise Regime",60,1394342.70287915,"60"
"Noise Regime 128","Noise Regime",90,2143752.01697918,"90"
"Noise Regime 128","Noise Regime",120,3748168.02044407,"120"
"Noise Regime 128","Noise Regime",150,9005589.11645421,"150"
"Noise Regime 128","Noise Regime",180,13227308.2311717,"180"
"Noise Regime 129","Noise Regime",0,558455,"0"
"Noise Regime 129","Noise Regime",30,1026111.99044926,"30"
"Noise Regime 129","Noise Regime",60,1991073.88802299,"60"
"Noise Regime 129","Noise Regime",90,3633148.07401376,"90"
"Noise Regime 129","Noise Regime",120,5163097.7353717,"120"
"Noise Regime 129","Noise Regime",150,13333673.4978723,"150"
"Noise Regime 129","Noise Regime",180,25015821.5548497,"180"
"Noise Regime 130","Noise Regime",0,94512.0366203564,"0"
"Noise Regime 130","Noise Regime",30,170190.105794994,"30"
"Noise Regime 130","Noise Regime",60,318393.331182835,"60"
"Noise Regime 130","Noise Regime",90,590111.787297087,"90"
"Noise Regime 130","Noise Regime",120,1038676.32752283,"120"
"Noise Regime 130","Noise Regime",150,2036413.6289774,"150"
"Noise Regime 130","Noise Regime",180,3208991.29395308,"180"
"Noise Regime 131","Noise Regime",0,950988,"0"
"Noise Regime 131","Noise Regime",30,1276471.56102371,"30"
"Noise Regime 131","Noise Regime",60,3110172.8821826,"60"
"Noise Regime 131","Noise Regime",90,6138938.64861604,"90"
"Noise Regime 131","Noise Regime",120,12417138.0704695,"120"
"Noise Regime 131","Noise Regime",150,19273777.6116535,"150"
