"ID","Dilution Batch Name","x","y","Sample Name"
"Saturation 077","Saturation",120,189121.30057242,"120"
"Saturation 077","Saturation",150,199974.098171154,"150"
"Saturation 077","Saturation",180,206176.984593041,"180"
"Saturation 078","Saturation",0,9742.57,"0"
"Saturation 078","Saturation",30,414983.837717614,"30"
"Saturation 078","Saturation",60,664743.383030698,"60"
"Saturation 078","Saturation",90,778836.215115877,"90"
"Saturation 078","Saturation",120,842516.019598168,"120"
"Saturation 078","Saturation",150,913541.041834045,"150"
"Saturation 078","Saturation",180,933934.631688242,"180"
"Saturation 079","Saturation",0,5718.17,"0"
"Saturation 079","Saturation",30,280370.970568962,"30"
"Saturation 079","Saturation",60,360540.179032611,"60"
"Saturation 079","Saturation",90,428696.122270702,"90"
"Saturation 079","Saturation",120,507365.702756228,"120"
"Saturation 079","Saturation",150,532578.351852417,"150"
"Saturation 079","Saturation",180,542838.576765175,"180"
"Saturation 080","Saturation",0,8879.66,"0"
"Saturation 080","Saturation",30,404764.693077432,"30"
"Saturation 080","Saturation",60,599523.769779465,"60"
"Saturation 080","Saturation",90,695288.572602229,"90"
"Saturation 080","Saturation",120,768476.213182869,"120"
"Saturation 080","Saturation",150,826685.612153191,"150"
"Saturation 080","Saturation",180,851143.409827726,"180"
"Saturation 081","Saturation",0,9068,"0"
"Saturation 081","Saturation",30,405426.693532784,"30"
"Saturation 081","Saturation",60,567061.839294535,"60"
"Saturation 081","Saturation",90,713634.943360281,"90"
"Saturation 081","Saturation",120,807599.428786104,"120"
"Saturation 081","Saturation",150,850729.945502579,"150"
"Saturation 081","Saturation",180,857614.415202183,"180"
"Saturation 082","Saturation",0,8599.51226404004,"0"
"Saturation 082","Saturation",30,285137.759396389,"30"
"Saturation 082","Saturation",60,528306.742031624,"60"
"Saturation 082","Saturation",90,611064.195625866,"90"
"Saturation 082","Saturation",120,705899.963786931,"120"
"Saturation 082","Saturation",150,736333.435486856,"150"
"Saturation 082","Saturation",180,758889.633323562,"180"
"Saturation 083","Saturation",0,1604.80278457693,"0"
"Saturation 083","Saturation",30,66085.2283372116,"30"
"Saturation 083","Saturation",60,102459.7292877,"60"
"Saturation 083","Saturation",90,112989.093805053,"90"
"Saturation 083","Saturation",120,119881.598002932,"120"
"Saturation 083","Saturation",150,132081.606952744,"150"
"Saturation 083","Saturation",180,136381.39512454,"180"
"Saturation 084","Saturation",0,10663.4442749019,"0"
"Saturation 084","Saturation",30,443640.211078571,"30"
"Saturation 084","Saturation",60,625384.676541915,"60"
"Saturation 084","Saturation",90,774760.712973966,"90"
"Saturation 084","Saturation",120,870392.591768853,"120"
"Saturation 084","Saturation",150,907429.238640145,"150"
"Saturation 084","Saturation",180,942183.617723716,"180"
"Saturation 085","Saturation",0,4049.51,"0"
"Saturation 085","Saturation",30,148224.039973821,"30"
"Saturation 085","Saturation",60,252919.890963632,"60"
"Saturation 085","Saturation",90,315098.631453354,"90"
"Saturation 085","Saturation",120,358330.819552629,"120"
"Saturation 085","Saturation",150,379879.93394715,"150"
"Saturation 085","Saturation",180,385974.939184855,"180"
"Saturation 086","Saturation",0,9953.76,"0"
"Saturation 086","Saturation",30,403783.290719606,"30"
"Saturation 086","Saturation",60,666887.659107141,"60"
"Saturation 086","Saturation",90,783566.927993843,"90"
"Saturation 086","Saturation",120,841639.835891599,"120"
"Saturation 086","Saturation",150,923079.713871433,"150"
"Saturation 086","Saturation",180,960346.166530544,"180"
"Saturation 087","Saturation",0,3427.97,"0"
"Saturation 087","Saturation",30,122728.467414649,"30"
"Saturation 087","Saturation",60,252656.273903392,"60"
"Saturation 087","Saturation",90,271183.519708929,"90"
"Saturation 087","Saturation",120,300704.182270679,"120"
"Saturation 087","Saturation",150,319651.668781782,"150"
"Saturation 087","Saturation",180,324881.226386469,"180"
"Saturation 088","Saturation",0,7413.75,"0"
"Saturation 088","Saturation",30,288492.095742117,"30"
"Saturation 088","Saturation",60,487526.051014871,"60"
"Saturation 088","Saturation",90,564709.573408442,"90"
"Saturation 088","Saturation",120,658484.320088968,"120"
"Saturation 088","Saturation",150,690346.480835282,"150"
"Saturation 088","Saturation",180,705835.136593645,"180"
"Saturation 089","Saturation",0,5680.05901255417,"0"
"Saturation 089","Saturation",30,231571.909865964,"30"
"Saturation 089","Saturation",60,330414.457544715,"60"
"Saturation 089","Saturation",90,405276.87353741,"90"
"Saturation 089","Saturation",120,448529.472579855,"120"
"Saturation 089","Saturation",150,481910.03129127,"150"
"Saturation 089","Saturation",180,493030.521032123,"180"
"Saturation 090","Saturation",0,8041.43,"0"
"Saturation 090","Saturation",30,344129.473919222,"30"
"Saturation 090","Saturation",60,536570.472378303,"60"
"Saturation 090","Saturation",90,618869.263601418,"90"
"Saturation 090","Saturation",120,684442.94005935,"120"
"Saturation 090","Saturation",150,751624.79876224,"150"
"Saturation 090","Saturation",180,762530.882444426,"180"
"Saturation 091","Saturation",0,3985.69871525192,"0"
"Saturation 091","Saturation",30,167121.282437183,"30"
"Saturation 091","Saturation",60,253628.469686956,"60"
"Saturation 091","Saturation",90,298649.748507861,"90"
"Saturation 091","Saturation",120,343757.170395612,"120"
"Saturation 091","Saturation",150,363400.393557092,"150"
"Saturation 091","Saturation",180,370048.246415739,"180"
"Saturation 092","Saturation",0,8796.00094495043,"0"
"Saturation 092","Saturation",30,300269.023031183,"30"
"Saturation 092","Saturation",60,488934.449328679,"60"
"Saturation 092","Saturation",90,590069.527811658,"90"
"Saturation 092","Saturation",120,638830.179661296,"120"
"Saturation 092","Saturation",150,675467.685654656,"150"
"Saturation 092","Saturation",180,701869.512304298,"180"
"Saturation 093","Saturation",0,150.917887351238,"0"
"Saturation 093","Saturation",30,6592.94483350617,"30"
"Saturation 093","Saturation",60,8895.79113704895,"60"
"Saturation 093","Saturation",90,10527.2975648532,"90"
"Saturation 093","Saturation",120,11097.1127892007,"120"
"Saturation 093","Saturation",150,12567.0566252102,"150"
"Saturation 093","Saturation",180,12560.0817206625,"180"
"Saturation 094","Saturation",0,8455.97070755076,"0"
"Saturation 094","Saturation",30,376772.071726816,"30"
"Saturation 094","Saturation",60,520538.274210126,"60"
"Saturation 094","Saturation",90,646882.401012697,"90"
"Saturation 094","Saturation",120,706657.801098599,"120"
"Saturation 094","Saturation",150,742093.903443025,"150"
"Saturation 094","Saturation",180,766458.58839796,"180"
"Saturation 095","Saturation",0,1454.77,"0"
"Saturation 095","Saturation",30,49489.5768913545,"30"
"Saturation 095","Saturation",60,94110.1874705367,"60"
"Saturation 095","Saturation",90,117582.281313479,"90"
"Saturation 095","Saturation",120,129273.243713787,"120"
"Saturation 095","Saturation",150,135939.26512328,"150"
"Saturation 095","Saturation",180,137804.655711801,"180"
"Saturation 096","Saturation",0,2456.54279873567,"0"
"Saturation 096","Saturation",30,98978.2596522736,"30"
"Saturation 096","Saturation",60,138733.346398957,"60"
"Saturation 096","Saturation",90,169076.482116466,"90"
"Saturation 096","Saturation",120,193851.481915043,"120"
"Saturation 096","Saturation",150,195802.356958559,"150"
"Saturation 096","Saturation",180,205099.501297864,"180"
"Saturation 097","Saturation",0,204.74,"0"
"Saturation 097","Saturation",30,8691.99302010111,"30"
"Saturation 097","Saturation",60,14686.7840417015,"60"
"Saturation 097","Saturation",90,16276.0355160127,"90"
"Saturation 097","Saturation",120,17900.7297582423,"120"
"Saturation 097","Saturation",150,19102.7246038883,"150"
"Saturation 097","Saturation",180,19570.5215286593,"180"
"Saturation 098","Saturation",0,4039.43196451575,"0"
"Saturation 098","Saturation",30,147594.174781877,"30"
"Saturation 098","Saturation",60,218510.407636656,"60"
"Saturation 098","Saturation",90,271658.69462677,"90"
"Saturation 098","Saturation",120,309565.85493633,"120"
"Saturation 098","Saturation",150,333409.540970594,"150"
"Saturation 098","Saturation",180,336755.327173031,"180"
"Saturation 099","Saturation",0,388.54,"0"
"Saturation 099","Saturation",30,16657.315935401,"30"
"Saturation 099","Saturation",60,24187.9091805899,"60"
"Saturation 099","Saturation",90,31733.3589940859,"90"
"Saturation 099","Saturation",120,34350.5301282882,"120"
"Saturation 099","Saturation",150,36001.2186190964,"150"
"Saturation 099","Saturation",180,37399.4081439399,"180"
"Saturation 100","Saturation",0,8172.06,"0"
"Saturation 100","Saturation",30,345492.006480973,"30"
"Saturation 100","Saturation",60,552065.184805158,"60"
"Saturation 100","Saturation",90,656844.299624696,"90"
"Saturation 100","Saturation",120,709538.863786026,"120"
"Saturation 100","Saturation",150,765575.964132699,"150"
"Saturation 100","Saturation",180,788275.853190183,"180"
"Saturation 101","Saturation",0,2577.69581109797,"0"
"Saturation 101","Saturation",30,103876.831976164,"30"
"Saturation 101","Saturation",60,183464.318033222,"60"
"Saturation 101","Saturation",90,202352.957463553,"90"
"Saturation 101","Saturation",120,221134.661890542,"120"
"Saturation 101","Saturation",150,227948.79144007,"150"
"Saturation 101","Saturation",180,239254.298283729,"180"
"Saturation 102","Saturation",0,7314.36269045006,"0"
"Saturation 102","Saturation",30,301221.385730858,"30"
"Saturation 102","Saturation",60,483629.7208356,"60"
"Saturation 102","Saturation",90,560882.732947167,"90"
"Saturation 102","Saturation",120,637430.213026463,"120"
"Saturation 102","Saturation",150,652265.34934337,"150"
"Saturation 102","Saturation",180,674358.03555916,"180"
"Saturation 103","Saturation",0,10830.4820964118,"0"
"Saturation 103","Saturation",30,401270.125545629,"30"
"Saturation 103","Saturation",60,663726.567561528,"60"
"Saturation 103","Saturation",90,769211.394133048,"90"
"Saturation 103","Saturation",120,848022.207730108,"120"
"Saturation 103","Saturation",150,901964.503005299,"150"
"Saturation 103","Saturation",180,923113.796197475,"180"
"Saturation 104","Saturation",0,7697.39,"0"
"Saturation 104","Saturation",30,348489.22284521,"30"
"Saturation 104","Saturation",60,487455.379455035,"60"
"Saturation 104","Saturation",90,626841.227555895,"90"
"Saturation 104","Saturation",120,695073.875274659,"120"
"Saturation 104","Saturation",150,713059.908257754,"150"
"Saturation 104","Saturation",180,738412.616639056,"180"
"Saturation 105","Saturation",0,6522.7,"0"
"Saturation 105","Saturation",30,271609.073517135,"30"
"Saturation 105","Saturation",60,432923.654962078,"60"
"Saturation 105","Saturation",90,506487.699198241,"90"
"Saturation 105","Saturation",120,601178.082245866,"120"
"Saturation 105","Saturation",150,602503.96879237,"150"
"Saturation 105","Saturation",180,624851.25091187,"180"
"Saturation 106","Saturation",0,3746.17,"0"
"Saturation 106","Saturation",30,146450.492258355,"30"
"Saturation 106","Saturation",60,258134.419300507,"60"
"Saturation 106","Saturation",90,312635.052873623,"90"
"Saturation 106","Saturation",120,329022.567465227,"120"
"Saturation 106","Saturation",150,349853.292463526,"150"
"Saturation 106","Saturation",180,358500.588452883,"180"
"Saturation 107","Saturation",0,2213.38,"0"
"Saturation 107","Saturation",30,110411.953786831,"30"
"Saturation 107","Saturation",60,140120.893947559,"60"
"Saturation 107","Saturation",90,168085.150310095,"90"
"Saturation 107","Saturation",120,193262.869569785,"120"
"Saturation 107","Saturation",150,205788.127044488,"150"
"Saturation 107","Saturation",180,214137.23508863,"180"
"Saturation 108","Saturation",0,8572.33137242806,"0"
"Saturation 108","Saturation",30,305386.09865624,"30"
"Saturation 108","Saturation",60,523955.603782878,"60"
"Saturation 108","Saturation",90,664082.370399651,"90"
"Saturation 108","Saturation",120,771949.932899465,"120"
"Saturation 108","Saturation",150,763672.971735479,"150"
"Saturation 108","Saturation",180,809643.594722195,"180"
"Saturation 109","Saturation",0,5414.13859101343,"0"
"Saturation 109","Saturation",30,161848.213730629,"30"
"Saturation 109","Saturation",60,285784.691894868,"60"
"Saturation 109","Saturation",90,333419.027424524,"90"
"Saturation 109","Saturation",120,387680.800530053,"120"
"Saturation 109","Saturation",150,409336.788986549,"150"
"Saturation 109","Saturation",180,420778.813156468,"180"
"Saturation 110","Saturation",0,2428.06382972244,"0"
"Saturation 110","Saturation",30,87636.8247459104,"30"
"Saturation 110","Saturation",60,123732.513063079,"60"
"Saturation 110","Saturation",90,153782.548838897,"90"
"Saturation 110","Saturation",120,164555.338114414,"120"
"Saturation 110","Saturation",150,176602.8513117,"150"
"Saturation 110","Saturation",180,183957.58572506,"180"
"Saturation 111","Saturation",0,1448.73696697831,"0"
"Saturation 111","Saturation",30,51085.7382542008,"30"
"Saturation 111","Saturation",60,85876.7995267857,"60"
"Saturation 111","Saturation",90,105322.731617273,"90"
"Saturation 111","Saturation",120,120070.239530216,"120"
"Saturation 111","Saturation",150,124588.710665814,"150"
"Saturation 111","Saturation",180,130368.953337803,"180"
"Saturation 112","Saturation",0,1391.53169830424,"0"
"Saturation 112","Saturation",30,47181.0423564579,"30"
"Saturation 112","Saturation",60,68918.2286260802,"60"
"Saturation 112","Saturation",90,87653.7644476219,"90"
"Saturation 112","Saturation",120,95553.0199509668,"120"
"Saturation 112","Saturation",150,101993.900076586,"150"
"Saturation 112","Saturation",180,104956.28992095,"180"
"Saturation 113","Saturation",0,7532.84899877313,"0"
"Saturation 113","Saturation",30,341863.430510186,"30"
"Saturation 113","Saturation",60,497913.871035077,"60"
"Saturation 113","Saturation",90,562387.698810178,"90"
"Saturation 113","Saturation",120,643283.380380223,"120"
"Saturation 113","Saturation",150,669125.500828049,"150"
"Saturation 113","Saturation",180,691924.695590415,"180"
"Saturation 114","Saturation",0,286.112739840379,"0"
"Saturation 114","Saturation",30,7682.67258692574,"30"
"Saturation 114","Saturation",60,13597.0269917587,"60"
"Saturation 114","Saturation",90,15554.2069893818,"90"
"Saturation 114","Saturation",120,18382.0003429378,"120"
"Saturation 114","Saturation",150,19438.3461002983,"150"
"Saturation 114","Saturation",180,20000.254504408,"180"
"Saturation 115","Saturation",0,9635.42393465453,"0"
"Saturation 115","Saturation",30,428850.164400263,"30"
"Saturation 115","Saturation",60,580596.449816852,"60"
"Saturation 115","Saturation",90,717121.458126933,"90"
"Saturation 115","Saturation",120,797293.669419624,"120"
"Saturation 115","Saturation",150,846088.292505752,"150"
"Saturation 115","Saturation",180,873052.69175454,"180"
"Saturation 116","Saturation",0,3202.29,"0"
"Saturation 116","Saturation",30,134977.860897265,"30"
"Saturation 116","Saturation",60,236348.27384194,"60"
"Saturation 116","Saturation",90,257975.485671242,"90"
"Saturation 116","Saturation",120,282371.990648698,"120"
"Saturation 116","Saturation",150,292970.112695066,"150"
"Saturation 116","Saturation",180,306648.091292201,"180"
"Saturation 117","Saturation",0,2126.98,"0"
"Saturation 117","Saturation",30,83678.4903165303,"30"
"Saturation 117","Saturation",60,134049.597043632,"60"
"Saturation 117","Saturation",90,165360.801983345,"90"
"Saturation 117","Saturation",120,186182.464497778,"120"
"Saturation 117","Saturation",150,200349.510462014,"150"
"Saturation 117","Saturation",180,205033.606287571,"180"
"Saturation 118","Saturation",0,3627.93,"0"
"Saturation 118","Saturation",30,139173.549225516,"30"
"Saturation 118","Saturation",60,231466.930442502,"60"
"Saturation 118","Saturation",90,289361.319646415,"90"
"Saturation 118","Saturation",120,314968.261055296,"120"
"Saturation 118","Saturation",150,344043.965499118,"150"
"Saturation 118","Saturation",180,346798.682952972,"180"
"Saturation 119","Saturation",0,2675.36,"0"
"Saturation 119","Saturation",30,101065.49071622,"30"
"Saturation 119","Saturation",60,176269.873746397,"60"
"Saturation 119","Saturation",90,214234.978593216,"90"
"Saturation 119","Saturation",120,236621.560711068,"120"
"Saturation 119","Saturation",150,244015.457244199,"150"
"Saturation 119","Saturation",180,256544.989963447,"180"
"Saturation 120","Saturation",0,9461.54,"0"
"Saturation 120","Saturation",30,424950.743240737,"30"
"Saturation 120","Saturation",60,643567.637098812,"60"
"Saturation 120","Saturation",90,805427.982756365,"90"
"Saturation 120","Saturation",120,833816.442273479,"120"
"Saturation 120","Saturation",150,878738.303929665,"150"
"Saturation 120","Saturation",180,906568.059895188,"180"
"Saturation 121","Saturation",0,3706.64,"0"
"Saturation 121","Saturation",30,131041.174275166,"30"
"Saturation 121","Saturation",60,241275.275103344,"60"
"Saturation 121","Saturation",90,289436.183798097,"90"
"Saturation 121","Saturation",120,326050.801903803,"120"
"Saturation 121","Saturation",150,336265.552459571,"150"
"Saturation 121","Saturation",180,351552.339108011,"180"
"Saturation 122","Saturation",0,159.800828331888,"0"
"Saturation 122","Saturation",30,5218.41033715121,"30"
"Saturation 122","Saturation",60,8731.48501591466,"60"
"Saturation 122","Saturation",90,11109.5590431486,"90"
"Saturation 122","Saturation",120,12177.2135653027,"120"
"Saturation 122","Saturation",150,12959.6893788169,"150"
"Saturation 122","Saturation",180,13543.4094444868,"180"
"Saturation 123","Saturation",0,5366.22,"0"
"Saturation 123","Saturation",30,212260.677060362,"30"
"Saturation 123","Saturation",60,378278.758364891,"60"
"Saturation 123","Saturation",90,416554.725612531,"90"
"Saturation 123","Saturation",120,470860.730035602,"120"
"Saturation 123","Saturation",150,502354.133333864,"150"
"Saturation 123","Saturation",180,510392.695724009,"180"
"Saturation 124","Saturation",0,9297.78751688248,"0"
"Saturation 124","Saturation",30,317087.60773555,"30"
"Saturation 124","Saturation",60,565293.789404579,"60"
"Saturation 124","Saturation",90,667408.096761038,"90"
"Saturation 124","Saturation",120,746772.047033261,"120"
"Saturation 124","Saturation",150,783623.318345062,"150"
"Saturation 124","Saturation",180,814646.060459313,"180"
"Saturation 125","Saturation",0,5418.09,"0"
"Saturation 125","Saturation",30,219589.323719411,"30"
"Saturation 125","Saturation",60,335780.954082359,"60"
"Saturation 125","Saturation",90,416999.506283804,"90"
"Saturation 125","Saturation",120,475967.141792028,"120"
"Saturation 125","Saturation",150,502235.818891333,"150"
"Saturation 125","Saturation",180,510403.942642625,"180"
"Saturation 126","Saturation",0,2431.32999595067,"0"
"Saturation 126","Saturation",30,117760.888583833,"30"
"Saturation 126","Saturation",60,158675.801321295,"60"
"Saturation 126","Saturation",90,183832.142589908,"90"
"Saturation 126","Saturation",120,216497.131541914,"120"
"Saturation 126","Saturation",150,224256.0134662,"150"
"Saturation 126","Saturation",180,222751.197743857,"180"
"Saturation 127","Saturation",0,3871.02,"0"
"Saturation 127","Saturation",30,163035.098445426,"30"
"Saturation 127","Saturation",60,255986.154190153,"60"
"Saturation 127","Saturation",90,295830.493525604,"90"
"Saturation 127","Saturation",120,341938.401788785,"120"
"Saturation 127","Saturation",150,366101.517924512,"150"
"Saturation 127","Saturation",180,370291.176111088,"180"
"Saturation 128","Saturation",0,9545.85521586982,"0"
"Saturation 128","Saturation",30,298445.679878258,"30"
"Saturation 128","Saturation",60,556981.511990549,"60"
"Saturation 128","Saturation",90,703655.944864138,"90"
"Saturation 128","Saturation",120,759164.623851431,"120"
"Saturation 128","Saturation",150,785351.658334873,"150"
"Saturation 128","Saturation",180,810191.401565903,"180"
"Saturation 129","Saturation",0,7115.76437611965,"0"
"Saturation 129","Saturation",30,258601.390655157,"30"
"Saturation 129","Saturation",60,434618.593469939,"60"
"Saturation 129","Saturation",90,557184.439625656,"90"
"Saturation 129","Saturation",120,586251.507286054,"120"
"Saturation 129","Saturation",150,634174.708819457,"150"
"Saturation 129","Saturation",180,654090.995428627,"180"
"Saturation 130","Saturation",0,1687.78221549013,"0"
"Saturation 130","Saturation",30,50097.8626216165,"30"
"Saturation 130","Saturation",60,89549.5837089031,"60"
"Saturation 130","Saturation",90,105322.338256005,"90"
"Saturation 130","Saturation",120,116176.194397197,"120"
"Saturation 130","Saturation",150,123922.899498244,"150"
"Saturation 130","Saturation",180,126372.181816804,"180"
"Saturation 131","Saturation",0,3825.68,"0"
"Saturation 131","Saturation",30,182914.71237468,"30"
"Saturation 131","Saturation",60,250755.94214317,"60"
"Saturation 131","Saturation",90,307263.696148677,"90"
"Saturation 131","Saturation",120,335026.738453095,"120"
"Saturation 131","Saturation",150,356928.079246516,"150"
"Saturation 131","Saturation",180,364117.884554872,"180"
"Saturation 132","Saturation",0,6427.8855060524,"0"
"Saturation 132","Saturation",30,227705.380568851,"30"
"Saturation 132","Saturation",60,387634.435063761,"60"
"Saturation 132","Saturation",90,480581.291846522,"90"
"Saturation 132","Saturation",120,525003.788612682,"120"
"Saturation 132","Saturation",150,557770.526953377,"150"
"Saturation 132","Saturation",180,564132.585066716,"180"
"Saturation 133","Saturation",0,5430.46302273189,"0"
"Saturation 133","Saturation",30,192217.226520743,"30"
"Saturation 133","Saturation",60,291971.812433541,"60"
"Saturation 133","Saturation",90,361633.597157469,"90"
"Saturation 133","Saturation",120,416995.806233772,"120"
"Saturation 133","Saturation",150,436521.245755923,"150"
"Saturation 133","Saturation",180,455742.703108705,"180"
"Saturation 134","Saturation",0,9059.23,"0"
"Saturation 134","Saturation",30,341560.228616659,"30"
"Saturation 134","Saturation",60,574156.423676284,"60"
"Saturation 134","Saturation",90,727855.628994414,"90"
"Saturation 134","Saturation",120,789565.236542703,"120"
"Saturation 134","Saturation",150,845603.219992412,"150"
"Saturation 134","Saturation",180,865641.239337104,"180"
"Saturation 135","Saturation",0,1590.27,"0"
"Saturation 135","Saturation",30,76921.837536439,"30"
"Saturation 135","Saturation",60,105730.281262097,"60"
"Saturation 135","Saturation",90,127332.495144861,"90"
"Saturation 135","Saturation",120,135447.77548124,"120"
"Saturation 135","Saturation",150,148669.546533359,"150"
"Saturation 135","Saturation",180,151287.878494722,"180"
"Saturation 136","Saturation",0,5768.65317619537,"0"
"Saturation 136","Saturation",30,201979.341866096,"30"
"Saturation 136","Saturation",60,301628.206220263,"60"
"Saturation 136","Saturation",90,425561.484082655,"90"
"Saturation 136","Saturation",120,426807.375713966,"120"
"Saturation 136","Saturation",150,474133.582299398,"150"
"Saturation 136","Saturation",180,489246.235482949,"180"
"Saturation 137","Saturation",0,8102.80813583836,"0"
"Saturation 137","Saturation",30,327117.360214159,"30"
"Saturation 137","Saturation",60,523655.975857273,"60"
"Saturation 137","Saturation",90,613343.01846549,"90"
"Saturation 137","Saturation",120,665001.013886444,"120"
"Saturation 137","Saturation",150,712567.402717737,"150"
"Saturation 137","Saturation",180,731588.391684536,"180"
"Saturation 138","Saturation",0,6312.76,"0"
"Saturation 138","Saturation",30,265258.237933777,"30"
"Saturation 138","Saturation",60,406703.404364112,"60"
"Saturation 138","Saturation",90,486696.737801103,"90"
"Saturation 138","Saturation",120,555590.000716401,"120"
"Saturation 138","Saturation",150,577680.070986228,"150"
"Saturation 138","Saturation",180,605112.850695356,"180"
"Saturation 139","Saturation",0,932.248030035333,"0"
"Saturation 139","Saturation",30,41024.5971846278,"30"
"Saturation 139","Saturation",60,50806.3465220295,"60"
"Saturation 139","Saturation",90,67005.1945665672,"90"
"Saturation 139","Saturation",120,72803.750446312,"120"
"Saturation 139","Saturation",150,75711.860110284,"150"
"Saturation 139","Saturation",180,77934.2966523685,"180"
"Saturation 140","Saturation",0,3121.01,"0"
"Saturation 140","Saturation",30,122015.100169423,"30"
"Saturation 140","Saturation",60,188746.608605259,"60"
"Saturation 140","Saturation",90,258782.650854238,"90"
"Saturation 140","Saturation",120,273312.313806207,"120"
"Saturation 140","Saturation",150,288082.151180853,"150"
"Saturation 140","Saturation",180,304915.336316997,"180"
"Saturation 141","Saturation",0,3446.31,"0"
"Saturation 141","Saturation",30,146562.857600356,"30"
"Saturation 141","Saturation",60,206879.381267284,"60"
"Saturation 141","Saturation",90,278132.33924963,"90"
"Saturation 141","Saturation",120,302320.075062872,"120"
"Saturation 141","Saturation",150,321526.866436161,"150"
"Saturation 141","Saturation",180,327946.015215158,"180"
"Saturation 142","Saturation",0,111.59,"0"
"Saturation 142","Saturation",30,4311.89305644295,"30"
"Saturation 142","Saturation",60,7785.4122178762,"60"
"Saturation 142","Saturation",90,9302.76932216649,"90"
"Saturation 142","Saturation",120,9778.16130879245,"120"
"Saturation 142","Saturation",150,10318.6882563576,"150"
"Saturation 142","Saturation",180,10663.1767333337,"180"
"Saturation 143","Saturation",0,5731.21377955594,"0"
"Saturation 143","Saturation",30,240074.220942752,"30"
"Saturation 143","Saturation",60,354928.065941065,"60"
"Saturation 143","Saturation",90,437507.295887211,"90"
"Saturation 143","Saturation",120,507302.611205771,"120"
"Saturation 143","Saturation",150,521374.931748398,"150"
"Saturation 143","Saturation",180,542063.323216166,"180"
"Saturation 144","Saturation",0,8972.96080498568,"0"
"Saturation 144","Saturation",30,347000.04713333,"30"
"Saturation 144","Saturation",60,578333.549196234,"60"
"Saturation 144","Saturation",90,658207.910443291,"90"
"Saturation 144","Saturation",120,720516.634181685,"120"
"Saturation 144","Saturation",150,768024.954540818,"150"
"Saturation 144","Saturation",180,783934.996001506,"180"
"Saturation 145","Saturation",0,51.615712222566,"0"
"Saturation 145","Saturation",30,1929.91934909424,"30"
"Saturation 145","Saturation",60,3125.03532960309,"60"
"Saturation 145","Saturation",90,3801.18824339006,"90"
"Saturation 145","Saturation",120,4166.43693273124,"120"
"Saturation 145","Saturation",150,4357.16789806049,"150"
"Saturation 145","Saturation",180,4604.63311004642,"180"
"Saturation 146","Saturation",0,4471.96,"0"
"Saturation 146","Saturation",30,209430.354433399,"30"
"Saturation 146","Saturation",60,298119.455458161,"60"
"Saturation 146","Saturation",90,370211.807077763,"90"
"Saturation 146","Saturation",120,386139.861768105,"120"
"Saturation 146","Saturation",150,415868.348071995,"150"
"Saturation 146","Saturation",180,427950.075016126,"180"
"Saturation 147","Saturation",0,4367.52,"0"
"Saturation 147","Saturation",30,180811.890355892,"30"
"Saturation 147","Saturation",60,259060.437822589,"60"
"Saturation 147","Saturation",90,338943.430662539,"90"
"Saturation 147","Saturation",120,384675.079267508,"120"
"Saturation 147","Saturation",150,402347.912143348,"150"
"Saturation 147","Saturation",180,418105.785406417,"180"
"Saturation 148","Saturation",0,2413.01171996568,"0"
"Saturation 148","Saturation",30,101133.610495542,"30"
"Saturation 148","Saturation",60,138482.968431154,"60"
"Saturation 148","Saturation",90,174326.350556357,"90"
"Saturation 148","Saturation",120,199608.410384079,"120"
"Saturation 148","Saturation",150,200615.2405017,"150"
"Saturation 148","Saturation",180,211528.213470491,"180"
"Saturation 149","Saturation",0,7733.6721437936,"0"
"Saturation 149","Saturation",30,245039.323622257,"30"
"Saturation 149","Saturation",60,364140.822326162,"60"
"Saturation 149","Saturation",90,466152.739497206,"90"
"Saturation 149","Saturation",120,506537.061680269,"120"
"Saturation 149","Saturation",150,549970.448320999,"150"
"Saturation 149","Saturation",180,555727.224299553,"180"
"Saturation 150","Saturation",0,4366.19249693679,"0"
"Saturation 150","Saturation",30,154643.785608995,"30"
"Saturation 150","Saturation",60,272867.448164933,"60"
"Saturation 150","Saturation",90,310569.993027769,"90"
"Saturation 150","Saturation",120,355372.002150195,"120"
"Saturation 150","Saturation",150,375521.144939164,"150"
"Saturation 150","Saturation",180,380445.441812121,"180"
"Saturation 151","Saturation",0,5498.93,"0"
"Saturation 151","Saturation",30,233745.274915156,"30"
"Saturation 151","Saturation",60,363157.922857062,"60"
"Saturation 151","Saturation",90,431456.703171824,"90"
"Saturation 151","Saturation",120,485582.738173403,"120"
"Saturation 151","Saturation",150,503698.405497449,"150"
"Saturation 151","Saturation",180,526106.264006745,"180"
"Saturation 152","Saturation",0,6589.92,"0"
"Saturation 152","Saturation",30,237368.508108118,"30"
"Saturation 152","Saturation",60,404685.603041183,"60"
"Saturation 152","Saturation",90,498344.023234243,"90"
"Saturation 152","Saturation",120,583517.801765869,"120"
"Saturation 152","Saturation",150,605195.359616872,"150"
"Saturation 152","Saturation",180,622339.949455191,"180"
"Saturation 153","Saturation",0,785.9,"0"
"Saturation 153","Saturation",30,35015.5037236708,"30"
"Saturation 153","Saturation",60,48417.259076956,"60"
"Saturation 153","Saturation",90,64714.4165313898,"90"
"Saturation 153","Saturation",120,69562.4549947046,"120"
"Saturation 153","Saturation",150,73237.9830029618,"150"
"Saturation 153","Saturation",180,74847.3265878179,"180"
"Saturation 154","Saturation",0,5452.8,"0"
"Saturation 154","Saturation",30,189721.269171349,"30"
